model,target,unit,n_proteins,mae,mae_ci_low,mae_ci_high,rmse,rmse_ci_low,rmse_ci_high,r2,pearson
gru_fixed_h512,rmsd,A,18,0.5508453771362232,0.2591201601312915,1.0093752786151253,1.0102774439393274,0.33702946044453735,1.6456840369592978,0.5352870122123699,0.7795769659822092
gru_fixed_h512,rg,A,16,0.6566867174379414,0.3892385750521888,0.9425379137035828,0.867037247376343,0.5684066570503113,1.1290765350186929,0.9361757406481124,0.9710520361534344
gru_fixed_h512,sasa,A2,19,784.3109392453848,505.9288789997465,1092.8689074248869,1018.0698666122577,667.432546682395,1323.2298477435206,0.9206374177918495,0.9612455626176786
gru_fixed_h512,helix,fraction,20,0.03305588301553188,0.021822032757571497,0.04607161656072318,0.043025818331626914,0.027582959875182535,0.05851453557437121,0.9449913936245112,0.9727559364401784
gru_fixed_h512,strand,fraction,20,0.031717978839538745,0.018708154156225603,0.04927765926151113,0.04769777204595706,0.023230155940367193,0.07210684937683061,0.9045103974303053,0.9544436787165469
