outer_fold,alpha,fold_01_loss,fold_02_loss,fold_03_loss,fold_04_loss,fold_05_loss,mean_inner_fitness,median_inner_fitness,outer_test_used
14,1000.0,2.5655767805435983,1.653750923445866,0.3416790297502007,0.4031015415735638,0.9430288454634465,1.181427424155335,0.9430288454634465,False
14,10000.0,3.4364407558991608,2.4627884028929348,0.4550431631926245,0.5908929453771652,1.1166523940538466,1.6123635322831464,1.1166523940538466,False
15,0.0001,2.696411164824588,0.14566471718176194,0.8126915071090559,0.3119174570171264,0.6995330033866475,0.933243569903836,0.6995330033866475,False
15,0.001,2.6817398308056015,0.14204550710442607,0.7904910873443706,0.30495747725088385,0.6883576579415567,0.9215183120893677,0.6883576579415567,False
15,0.01,2.5538638631184356,0.11753663144268048,0.6355074655389339,0.253295478918053,0.6016884716799829,0.8323783821396171,0.6016884716799829,False
15,0.1,1.9013619890128794,0.06876666322128815,0.22348003615290568,0.11372836672751689,0.2857828228075979,0.5186239755844376,0.22348003615290568,False
15,1.0,1.0503196615450778,0.058057160540863385,0.14706196025533372,0.058240926297131665,0.09795081725603191,0.28232610517888773,0.09795081725603191,False
15,10.0,0.9899979989068685,0.1413912985768504,0.14795077797377304,0.07576670458604397,0.16329925998014178,0.3036812080047355,0.14795077797377304,False
15,100.0,1.251055537943906,0.44602964847260135,0.17953494010041487,0.10877768838716986,0.5115706400171887,0.4993936909842562,0.44602964847260135,False
15,1000.0,2.5020753069973365,1.9491433598417962,0.36367241599075206,0.3406676569463638,0.9361223237638656,1.2183362127080228,0.9361223237638656,False
15,10000.0,3.4503705771539948,2.9453824535410402,0.4861436196040346,0.5183967496582024,1.116525602019673,1.703363800395389,1.116525602019673,False
16,0.0001,3.00626976563041,0.19666090871360004,0.3344179752237607,0.11968616407588958,0.7717451164787443,0.8857559860244809,0.3344179752237607,False
16,0.001,2.978394752781878,0.19410347151102986,0.3307016983468863,0.11576774156047087,0.7579583332304087,0.8753851994861348,0.3307016983468863,False
16,0.01,2.7347150703317027,0.17316620393067866,0.30181738140799624,0.09091116074947436,0.6537990896978847,0.7908817812235472,0.30181738140799624,False
16,0.1,1.7338890788640076,0.09739865631850192,0.2059315944801629,0.04846486775809687,0.31045190351786206,0.47922722018772623,0.2059315944801629,False
16,1.0,1.0786115988080482,0.0680962198378591,0.1466008848275503,0.026738542219661897,0.12368234604639845,0.28874591834790364,0.12368234604639845,False
16,10.0,1.1251192037018707,0.16759327491085368,0.14801465612631703,0.02414513150941976,0.17394068897126952,0.32776259104394617,0.16759327491085368,False
16,100.0,1.2210553307855072,0.4410334092901008,0.1885956544961632,0.06607815704163214,0.5240281696094723,0.48815814424457515,0.4410334092901008,False
16,1000.0,2.492296068690359,1.6666462049372623,0.40358203469244724,0.2698024676209193,1.0467744671680528,1.1758202486218081,1.0467744671680528,False
16,10000.0,3.748765830624842,2.4229228988400746,0.5416384565959605,0.4066755665808374,1.26268626748285,1.6765378040249128,1.26268626748285,False
17,0.0001,4.273742849343162,0.2561961149816856,0.2745221670707652,0.32230242666523606,0.9651624417415027,1.2183851999604705,0.32230242666523606,False
17,0.001,4.215839736505862,0.2511879827452729,0.2727180235079386,0.3135687806555412,0.9357386340723014,1.1978106314973833,0.3135687806555412,False
17,0.01,3.7680756836487297,0.21685225051999524,0.2567823424580453,0.25373185361809314,0.7521370217508814,1.049515830399149,0.2567823424580453,False
17,0.1,2.2374204210123687,0.11731073319187908,0.17146200850967813,0.12214931152424831,0.35175306218258096,0.6000191072841511,0.17146200850967813,False
17,1.0,1.0068231808392658,0.05348182827309682,0.10391154345086977,0.0607994097963796,0.11664870905145144,0.26833293428221267,0.10391154345086977,False
17,10.0,0.9954964738865305,0.13197146190512893,0.1314096931457382,0.05937424978386716,0.14049500858559325,0.29174937746137164,0.13197146190512893,False
17,100.0,1.2917209150371352,0.36556705753171437,0.18057726190792525,0.09200133292321794,0.508097409390356,0.48759279535806976,0.36556705753171437,False
17,1000.0,2.617284696170269,1.531053441758583,0.3701055946855459,0.33362732244686816,0.9869654459744128,1.1678073002071359,0.9869654459744128,False
17,10000.0,3.5579467602033765,2.307530108340388,0.4947870308973695,0.5037369849945039,1.1828525347901724,1.609370683845162,1.1828525347901724,False
18,0.0001,17.143227706934347,0.26268920207252444,0.5158279290994179,0.4899432778658757,0.6389660963680592,3.8101308424680456,0.5158279290994179,False
18,0.001,16.94534264612208,0.25454796325062634,0.5069910007582418,0.47843080863057325,0.6182414041360642,3.7607107645795166,0.5069910007582418,False
18,0.01,15.188436339465051,0.20246338618829487,0.44037195602553847,0.3952040807692735,0.4889092769620351,3.3430770078820387,0.44037195602553847,False
18,0.1,6.892871450792413,0.0969448287564473,0.20919370731580583,0.19201979999751492,0.2128464595487194,1.52077524928218,0.20919370731580583,False
18,1.0,0.5634612752774701,0.06239152169008004,0.10063195621484189,0.08594760166991042,0.07873844583233165,0.17823416013692683,0.08594760166991042,False
18,10.0,0.9717850645218157,0.14234681098136986,0.13427859661920022,0.05611669036271595,0.12273427603483256,0.28545228770398684,0.13427859661920022,False
